id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
CONFERENCE-Accepted_contribution-EKAW-Paper,Type4,0.4196,0.213,0.0693,0.0693,0.1429,0,0.0164,0.1905,0,0,0.2739,0.1466,0.6925,0.3174,0.0,0.0,0.2362,-0.0195,both,both,0.19047619047619047,N
CONFERENCE-Submitted_contribution-EKAW-Assigned_Paper,Type4,0.3657,0.056,0.2106,0.2106,0.2273,0,0,0.2727,0,0.0625,0.225,0.3698,0.3616,0.2438,0.0,0.0,0.4401,0.0504,both,both,0.0,N
CONFERENCE-Abstract-EKAW-Invited_Talk_Abstract,Type4,0.7963,-0.037,0.35,0.35,0.381,0.7963,0,0.381,0.5774,0.48,0.7113,0.5094,0,0.1698,0.0,1.0,0.5094,0,both,none,0.0,N
CONFERENCE-Invited_talk-EKAW-Contributed_Talk,Type4,0.6592,0.381,0.51,0.51,0.625,0.6592,0,0.625,0.4593,0.5,0.7143,0.5564,0,0.1855,0.0,0.6666666666666666,0.5564,0,both,none,0.0,N
CONFERENCE-Conference_part-EKAW-Individual_Presentation,Type4,0.5,0,0.285,0.285,0.1304,0,0,0.2609,0,0,0.2997,0,1,0.3333,0.0,0.0,0.2938,-0.2563,one,both,0.25,N
CONFERENCE-Conference-EKAW-Social_Event,Type4,0.3548,-0.03,0.2068,0.2068,0.25,0,0,0.3333,0,0,0.3367,0,0.7097,0.2366,0.0,0.0,0.6022,0.2514,one,both,0.16666666666666663,N
CONFERENCE-Invited_speaker-EKAW-Presenter,Type4,0.3546,0,0.2727,0.2727,0.3333,0,0.0465,0.3333,0,0,0.2857,0.7092,0,0.362,0.0,0.2222222222222222,0.4693,0.0757,both,one,0.25,N
CONFERENCE-Paid_applicant-EKAW-Conference_Participant,Type4,0.2964,0.1024,0.1402,0.1402,0.2727,0.2542,0.0156,0.3182,0,0.0625,0.3799,0.2174,0.3753,0.1976,0.0,0.21428571428571427,0.2784,0.0684,both,both,0.13333333333333341,N
CONFERENCE-Conference_www-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.2194,0.2194,0.1111,0,0,0.2222,0,0,0.166,0.6924,0,0.2308,0.0,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Chair-EKAW-PC_Chair,Type4,0.9167,0.6129,0.5434,0.5434,0.625,0.9167,0,0.625,0.5705,0.6667,0.866,0.5153,0,0.3039,0.0,1.0,0.4237,-0.0916,both,none,0.0,N
CONFERENCE-Committee-EKAW-Organisation,Type4,0.3085,0.1475,0,0,0.1667,0,0.0294,0.25,0,0,0.1111,0,0.6169,0.2056,0.0,0.0,0.3398,0.1326,none,both,0.0,N
CONFERENCE-Reviewer-EKAW-Student,Type4,0.5,0,0.1362,0.1362,0.125,0,0,0.125,0,0,0.1429,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
CONFERENCE-Registeered_applicant-EKAW-Presenter,Type4,0.418,0.0641,0.0687,0.0687,0.1905,0,0.0164,0.2857,0,0,0.3447,0.6402,0.1957,0.2786,0.0,0.0,0.4378,0.0716,both,both,0.15000000000000002,N
CONFERENCE-Conference_volume-EKAW-Industrial_Session,Type4,0.3462,0.078,0.2934,0.2934,0.0556,0,0,0.2222,0,0,0.2262,0.6924,0,0.2308,0.0,0.0,0.6924,0.3095,both,none,0.0,N
CONFERENCE-Call_for_participation-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.1281,0.1281,0.2273,0.2273,0.0312,0.2727,0,0.0556,0.4419,0.6924,0,0.2308,0.0,0.16666666666666666,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Workshop-EKAW-Industrial_Session,Type4,0.3462,0.0021,0.2784,0.2784,0.1667,0,0,0.1667,0,0,0.1383,0.6924,0,0.2308,0.0,0.0,0.6924,0.2336,both,none,0.0,N
CONFERENCE-Review_preference-IASTED-Review,Type1,0.8636,0.6014,0.5318,0.5318,0.3529,0.8636,0.3265,0.3529,0.5899,0.4211,0.8165,0,0,0.0666,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Review_expertise-IASTED-Review,Type1,0.8714,0.5765,0.5611,0.5611,0.375,0.8714,0.3478,0.375,0.5899,0.4444,0.7906,0,0,0.073,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_proceedings-IASTED-Conference_hotel,Type1,0.7667,0.043,0.6073,0.6073,0.5909,0.7667,0.4844,0.5909,0.2125,0.5294,0.6,0,0,0,0.6875,0.0,0,0,one,none,0.0,N
CONFERENCE-Tutorial-IASTED-Tutorial,Type1,1,0.0913,1,1,1,1,1,1,1,1,1,0.1691,0,0.2065,1.0,1.0,0.1691,0.1481,both,none,0.0,Y
CONFERENCE-Regular_author-IASTED-Author,Type1,0.8158,0.3804,0.5035,0.5035,0.4286,0.8158,0.35,0.4286,0.7695,0.5,0.7638,0.2118,0.4386,0.2503,0.0,1.0,0.3681,0.1158,both,both,0.050000000000000044,Y
CONFERENCE-Passive_conference_participant-IASTED-One_conference_day,Type1,0.6436,0.0814,0.4891,0.4891,0.4667,0.6436,0.0795,0.4667,0.108,0.5,0.6334,0.536,0,0.1787,0.0,0.0,0.536,0.3534,both,none,0.0,N
CONFERENCE-Camera_ready_contribution-IASTED-Camera_ready_manuscript_deadline,Type1,0.7991,0.4668,0.584,0.584,0.5312,0.6523,0.3936,0.5938,0.7991,0.4231,0.7165,0.1376,0,0.0459,0.52,0.0,0.1376,0.0437,both,none,0.0,N
CONFERENCE-Conference_contributor-IASTED-Conference_hotel,Type1,0.7667,0,0.6073,0.6073,0.5909,0.7667,0.4844,0.5909,0.2125,0.5455,0.65,0.1575,0,0.2498,0.6875,0.0,0.0823,-0.0032,both,one,0.33333333333333337,N
CONFERENCE-Conference_participant-IASTED-Conference_hotel,Type1,0.7667,0.043,0.6073,0.6073,0.5455,0.7667,0.4844,0.5455,0.2778,0.5294,0.6,0.1575,0,0.2498,0.6875,0.0,0.1048,-0.117,both,one,0.33333333333333337,N
CONFERENCE-Paper-IASTED-Document,Type1,0.4488,0.0929,0.4488,0.4488,0.125,0,0,0.125,0,0,0.2,0.1164,0,0.0777,0.0,0.0,0.1439,0.0822,both,one,0.33333333333333337,N
CONFERENCE-Information_for_participants-IASTED-Author_information_form,Type1,0.7081,0.2999,0.4129,0.4129,0.3214,0.7081,0.0122,0.5357,0.4529,0.5909,0.8165,0.0904,0,0.1161,0.0,0.0,0.0904,0.0076,both,none,0.0,N
CONFERENCE-Call_for_paper-IASTED-Fee_for_extra_trip,Type1,0.4082,0.0864,0.4082,0.4082,0.3333,0.305,0.0385,0.3889,0.2602,0.2143,0.5137,0.0828,0,0.1101,0.0,0.0,0.0828,-0.0454,both,none,0.0,N
CONFERENCE-Conference_contribution-IASTED-Conference_hotel,Type1,0.7587,0,0.6073,0.6073,0.5652,0.7587,0.4627,0.5652,0.4022,0.5294,0.65,0.141,0,0.2382,0.6875,0.0,0.1075,0.036,both,one,0.33333333333333337,N
CONFERENCE-Conference_applicant-IASTED-Conference_hotel,Type1,0.7846,-0.0175,0.6073,0.6073,0.55,0.7846,0.5345,0.6,0.3217,0.5625,0.6,0.1575,0,0.2437,0.6875,0.0,0.1138,-0.0128,both,one,0.6,N
CONFERENCE-Track-workshop_chair-IASTED-Session_chair,Type1,0.5693,0.2853,0.3978,0.5693,0.4,0.4365,0.0172,0.4,0.4898,0.2759,0.6,0.2067,0,0.2665,0.0,0.46153846153846156,0.2067,0.0822,both,none,0.0,N
CONFERENCE-Conference_document-IASTED-Conference_hotel,Type1,0.7949,0.1801,0.6073,0.6073,0.6842,0.7949,0.5636,0.6842,0.2125,0.5806,0.6124,0,0,0,0.6875,0.0,0.0946,-0.0741,one,one,0.5,N
CONFERENCE-Active_conference_participant-IASTED-Conference_activity,Type1,0.7879,0.1363,0.5153,0.5153,0.5172,0.7879,0.3765,0.5517,0.1591,0.5455,0.7979,0.114,0,0.1816,0.0,0.0,0.1828,-0.3441,both,one,0.33333333333333337,N
CONFERENCE-Conference_announcement-IASTED-Conference_hotel,Type1,0.7587,-0.0184,0.6073,0.6073,0.5652,0.7587,0.4627,0.5652,0.2125,0.5294,0.6245,0.141,0,0.2382,0.6875,0.0,0.141,-0.2194,both,none,0.0,N
CONFERENCE-Committee_member-IASTED-IASTED_member,Type1,0.6049,0.1232,0.5,0.5,0.5625,0.5592,0.0217,0.625,0.6049,0.4,0.6667,0.2067,0,0.2665,0.0,0.5384615384615384,0.1684,0,both,one,0.33333333333333337,N
CONFERENCE-Steering_committee-IASTED-Technical_commitee,Type1,0.4562,0.1704,0.4525,0.4525,0.5556,0.4562,0.0962,0.6667,0,0.3871,0.6242,0.2753,0,0.187,0.0,0.16666666666666666,0.2753,0,both,none,0.0,N
CONFERENCE-Review-IASTED-Review,Type1,1,0.0429,1,1,1,1,1,1,1,1,1,0.5673,0,0.2974,1.0,1.0,0.5673,0.3859,both,none,0.0,Y
CONFERENCE-Presentation-IASTED-Presentation,Type1,1,0.0862,1,1,1,1,1,1,1,1,1,0.5694,0.1886,0.3126,1.0,1.0,0.3433,0.0664,both,both,0.0,N
CONFERENCE-Person-IASTED-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.3287,0.1096,1.0,1.0,0.208,0.0266,none,both,0.0,Y
CONFERENCE-Program_committee-IASTED-Social_program,Type1,0.6049,0.1366,0.5571,0.5571,0.1765,0.5981,0,0.4118,0.6049,0.3704,0.5833,0.139,0,0.0988,0.0,0.0,0.1547,-0.1206,both,one,0.25,N
CONFERENCE-Submitted_contribution-IASTED-Submissions_deadline,Type1,0.6285,-0.1558,0.4152,0.4152,0.3182,0.6285,0.2031,0.4091,0,0.2105,0.3923,0.0743,0,0.0832,0.25,0.0,0.0794,-0.1189,both,one,0.33333333333333337,N
CONFERENCE-Conference_part-IASTED-Conference_hotel,Type1,0.8481,0.036,0.6073,0.6073,0.6875,0.8481,0.6739,0.75,0.2125,0.6667,0.625,0,0,0,0.7333333333333333,0.0,0.1147,0,one,one,0.5,N
CONFERENCE-Publisher-IASTED-Publication,Type1,0.7152,0.2851,0.5412,0.5412,0.4545,0.7152,0.4194,0.4545,0,0.375,0.5556,0,0,0,0.5555555555555556,0.0,0,0,one,one,0.33333333333333337,N
CONFERENCE-Conference-IASTED-Conference_hotel,Type1,0.94,0,0.6073,0.6073,0.625,0.94,0.6087,0.625,0.6388,0.7273,0.7746,0,0,0,1.0,0.0,0.1075,0.0321,one,one,0.5,N
CONFERENCE-Invited_speaker-IASTED-Speaker_lecture,Type1,0.693,0.111,0.693,0.693,0.2,0.6111,0.4419,0.4667,0.4825,0.3846,0.5714,0.2219,0,0.074,0.0,0.0,0.2219,0.0752,both,none,0.0,N
CONFERENCE-Organizing_committee-IASTED-Technical_commitee,Type1,0.4468,0.161,0.4468,0.4468,0.55,0.435,0.0345,0.55,0,0.3529,0.5799,0.2753,0,0.187,0.0,0.16666666666666666,0.2753,0,both,none,0.0,N
CONFERENCE-Conference_www-IASTED-Conference_hotel,Type1,0.8659,0,0.6073,0.6073,0.6875,0.8659,0.6739,0.6875,0.2125,0.6923,0.5477,0.141,0,0.2382,0.7857142857142857,0.0,0.141,0.0213,both,none,0.0,N
CONFERENCE-Chair-IASTED-Session_chair,Type1,0.7941,0.3973,0.5693,0.5693,0.3846,0.7941,0,0.3846,0.7669,0.4286,0.7746,0.3287,0,0.1808,0.0,1.0,0.3287,0.0935,both,none,0.0,N
CONFERENCE-Committee-IASTED-Technical_commitee,Type1,0.6117,0.3259,0.44,0.44,0.3889,0.6117,0.0385,0.4444,0,0.4348,0.7373,0,0,0,0.0,0.3333333333333333,0.1989,0,one,one,0.5,N
CONFERENCE-Reviewer-IASTED-Reviewer,Type1,1,0.0429,1,1,1,1,1,1,1,1,1,0.2118,0,0.1195,1.0,1.0,0.2118,0.0023,both,none,0.0,Y
CONFERENCE-Conference_fees-IASTED-Conference_hotel,Type1,0.8481,0,0.6073,0.6073,0.75,0.8481,0.6739,0.75,0.2125,0.6667,0.7126,0,0,0,0.7333333333333333,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_volume-IASTED-Conference_activity,Type1,0.7797,-0.0389,0.6261,0.6261,0.5789,0.7797,0.5636,0.6316,0.1932,0.5625,0.5833,0.0401,0,0.0134,0.6470588235294118,0.0,0.1371,-0.0101,both,one,0.33333333333333337,N
CONFERENCE-Call_for_participation-IASTED-Fee_for_extra_trip,Type1,0.4082,0.0029,0.4082,0.4082,0.3182,0.2416,0.0156,0.4091,0.2413,0.1667,0.5621,0.0828,0,0.1101,0.0,0.0,0.0828,-0.0454,both,none,0.0,N
CONFERENCE-Workshop-IASTED-Lecture,Type1,0.5099,0.0154,0.5099,0.5099,0,0,0,0.125,0,0,0.1429,0.5879,0,0.3152,0.0,0.0,0.3975,0.0489,both,one,0.25,N
CONFERENCE-Conference_proceedings-IASTED-Conference_building,Type2,0.8687,0.0838,0.5736,0.5736,0.6818,0.8687,0.4844,0.6818,0.1624,0.5946,0.75,0,0,0,0.5789473684210527,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_document-IASTED-Conference_days,Type2,0.8547,0.0426,0.5419,0.5419,0.6316,0.8547,0.6182,0.6316,0.1442,0.6667,0.625,0,0.4302,0.1434,0.8,0.0,0.3686,0.2588,one,both,0.16666666666666663,N
CONFERENCE-Conference_part-IASTED-Conference_days,Type2,0.863,0,0.5928,0.5928,0.8,0.863,0.7209,0.8,0.1442,0.6923,0.625,0,0.1815,0.0605,0.7333333333333333,0.0,0.2087,0.1054,one,both,0.16666666666666663,N
CONFERENCE-Conference-IASTED-Conference_days,Type2,0.95,0,0.536,0.536,0.6667,0.95,0.6512,0.6667,0.4334,0.7619,0.7071,0,0.4449,0.1483,1.0,0.0,0.3682,0.2735,one,both,0.16666666666666663,N
CONFERENCE-Conference_www-IASTED-Conference_days,Type2,0.88,0,0.536,0.536,0.7333,0.88,0.7209,0.7333,0.1442,0.72,0.5,0.1169,0,0.1081,0.7857142857142857,0.0,0.3604,0.2824,both,one,0.33333333333333337,N
CONFERENCE-Conference_fees-IASTED-Conference_days,Type2,0.863,0,0.5489,0.5489,0.8,0.863,0.7209,0.8,0.1442,0.6923,0.7126,0,0,0,0.7333333333333333,0.06666666666666667,0,0,one,one,0.33333333333333337,N
CONFERENCE-Invited_speaker-IASTED-Speaker,Type3,0.8333,0.1404,0.5691,0.5691,0.4667,0.8333,0.4419,0.4667,0.7695,0.5556,0.7559,0.1513,0,0.1885,0.0,1.0,0.2643,0.0423,both,one,0.25,N
CONFERENCE-Conference_document-IASTED-Document,Type3,0.943,0.3282,0.5673,0.5673,0.4211,0.8077,0.4,0.4211,0.943,0.5217,0.7906,0,1,0.3333,0.0,1.0,0.3318,0.1632,one,both,0.16666666666666663,Y
CONFERENCE-Tutorial-IASTED-One_conference_day,Type4,0.2964,-0.0106,0.0996,0.0996,0.1667,0,0.0192,0.1667,0,0,0.2966,0.5928,0,0.1976,0.0,0.0,0.5928,0.1952,both,none,0.0,N
CONFERENCE-Reviewed_contribution-IASTED-Activity_before_conference,Type4,0.2351,0.0667,0.1457,0.1457,0.1923,0.1935,0,0.3846,0,0.093,0.3054,0.0958,0.3744,0.1567,0.0,0.0,0.2516,0.0712,both,both,0.16666666666666674,N
CONFERENCE-Regular_author-IASTED-Introduction,Type4,0.3476,0.0088,0.0805,0.0805,0.2143,0,0,0.2857,0,0,0.2216,0.5382,0.1569,0.3504,0.0,0.0,0.2405,0.025,both,both,0.0,N
CONFERENCE-Regular_contribution-IASTED-Item,Type4,0.2244,0.0116,0.1164,0.1164,0.1,0,0.0345,0.1,0,0,0.25,0,0.4488,0.1496,0.0,0.0,0.2105,0.0087,one,both,0.46666666666666673,N
CONFERENCE-Written_contribution-IASTED-Lecture,Type4,0.3679,0.0008,0.1274,0.1274,0.2,0,0,0.2,0,0,0.1956,0.5694,0.1664,0.5786,0.0,0.0,0.3929,0.0406,both,both,0.15000000000000002,N
CONFERENCE-Passive_conference_participant-IASTED-Lecture,Type4,0.297,0,0.162,0.162,0.1333,0,0,0.1333,0,0,0.2333,0.5939,0,0.2662,0.0,0.0,0.4071,-0.1868,both,one,0.25,N
CONFERENCE-Contribution_co-author-IASTED-Author_book_proceedings_included,Type4,0.3299,-0.0101,0.4327,0.0488,0.1562,0.3299,0.1702,0.25,0,0.16,0.5122,0.5035,0,0.2808,0.0,0.0,0.5035,0,both,none,0.0,N
CONFERENCE-Conference_contributor-IASTED-Delegate,Type4,0.7845,0.2845,0.1513,0.1513,0.1364,0,0,0.1364,0,0,0.125,1,0.5691,0.6031,0.0,0.0,0.4189,0.1759,both,both,0.0,N
CONFERENCE-Conference_participant-IASTED-Delegate,Type4,0.7071,0.2071,0.2482,0.2482,0.1818,0,0,0.1818,0,0,0.1712,1,0.4143,0.5512,0.0,0.0,0.3322,0.0331,both,both,0.0,N
CONFERENCE-Information_for_participants-IASTED-Cheque,Type4,0.2988,0,0,0,0.0357,0,0.0122,0.0357,0,0,0.0962,0.5975,0,0.2442,0.0,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Call_for_paper-IASTED-Cheque,Type4,0.2988,0,0,0,0.1429,0.05,0.025,0.1429,0,0,0.1936,0.5975,0,0.2371,0.16666666666666666,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Conference_contribution-IASTED-Presentation,Type4,0.5752,-0.14,0.3255,0.3255,0.3913,0.3381,0,0.3913,0,0.1333,0.2981,0.5374,0.6129,0.4689,0.0,0.3333333333333333,0.526,0.2822,both,both,0.08333333333333337,N
CONFERENCE-Conference_applicant-IASTED-Delegate,Type4,0.5758,0.0758,0.1813,0.1813,0.15,0,0,0.2,0,0,0.1712,1,0.1516,0.4639,0.0,0.0,0.2224,-0.2559,both,both,0.2666666666666666,N
CONFERENCE-Track-workshop_chair-IASTED-Sponsor,Type4,0.5,0,0.0968,0.1267,0.2,0,0.0345,0.2,0,0,0.2634,1,0,0.4429,0.0,0.14285714285714285,1,0.7856,both,none,0.0,N
CONFERENCE-Active_conference_participant-IASTED-Lecture,Type4,0.297,0,0.1429,0.1429,0.1379,0,0,0.1379,0,0,0.291,0.5939,0,0.3166,0.0,0.0,0.4071,-0.159,both,one,0.25,N
CONFERENCE-Conference_announcement-IASTED-Cheque,Type4,0.2988,0,0,0,0.1739,0.05,0.0149,0.1739,0,0,0.25,0.5975,0,0.2442,0.16666666666666666,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Poster-IASTED-Lecture,Type4,0.2847,0,0.1441,0.1441,0.2857,0,0,0.2857,0,0,0.1667,0.5694,0,0.5231,0.0,0.0,0.3914,-0.178,both,one,0.25,N
CONFERENCE-Committee_member-IASTED-Delegate,Type4,0.7846,0.2846,0.3287,0.3287,0.125,0,0,0.1875,0,0,0.2282,1,0.5693,0.6032,0.0,0.0,0.3143,0.061,both,both,0.0,N
CONFERENCE-Review-IASTED-Cheque,Type4,0.2988,0,0,0,0.1667,0,0,0.3333,0,0,0.1667,0.5975,0,0.2442,0.0,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Presentation-IASTED-Social_program,Type4,0.45,-0.1079,0.1181,0.1181,0,0,0.05,0.2143,0,0,0.2542,0.5694,0.3306,0.3803,0.0,0.0,0.4759,0.0824,both,both,0.0,N
CONFERENCE-Contribution_1th-author-IASTED-Author_book_proceedings_included,Type4,0.3226,-0.01,0.4386,0.0488,0.1562,0.3226,0.1702,0.2188,0,0.1538,0.4182,0.5035,0,0.2724,0.0,0.0,0.5035,0,both,none,0.0,N
CONFERENCE-Track-IASTED-One_conference_day,Type4,0.2964,0.0025,0.1032,0.1032,0.1111,0,0,0.1111,0,0,0.2434,0.5928,0,0.1976,0.0,0.0,0.5928,0.1952,both,none,0.0,N
CONFERENCE-Person-IASTED-Speaker,Type4,0.5,0.1964,0.2118,0.2118,0.2857,0,0.0526,0.4286,0,0,0.3333,0,1,0.3333,0.0,0.0,0.2718,-0.1451,one,both,0.25,N
CONFERENCE-Accepted_contribution-IASTED-Deadline,Type4,0.3212,0.0925,0.1376,0.1376,0.1429,0,0.0164,0.1905,0,0,0.1875,0.0583,0.584,0.2526,0.0,0.0,0.2972,-0.0506,both,both,0.19047619047619047,N
CONFERENCE-Submitted_contribution-IASTED-Document,Type4,0.2454,-0.539,0.1691,0.1691,0.1364,0,0.0312,0.2273,0,0,0.2339,0.1326,0.3582,0.2009,0.0,0.0,0.1921,-0.0062,both,both,0.0,N
CONFERENCE-Invited_talk-IASTED-Video_presentation,Type4,0.5,0,0.1886,0.1886,0.2222,0,0.0962,0.3333,0,0,0.45,1,0,0.3333,0.0,0.0,1,0,both,none,0.0,N
CONFERENCE-Conference_part-IASTED-Lecture,Type4,0.5,0.2092,0.1691,0.1691,0.2,0,0,0.2,0,0,0.2766,0,1,0.3333,0.0,0.0,0.4653,0.2001,one,both,0.25,N
CONFERENCE-Conference-IASTED-Activity,Type4,0.313,0.0094,0.0401,0.0401,0,0,0,0.1,0,0,0.125,0,0.6261,0.2087,0.0,0.0,0.4926,0.1451,none,both,0.16666666666666669,N
CONFERENCE-Invited_speaker-IASTED-Lecture,Type4,0.301,-0.0548,0.301,0.301,0.1333,0,0,0.1333,0,0,0.1429,0.5382,0,0.2476,0.0,0.0,0.381,-0.1573,both,one,0.25,N
CONFERENCE-Conference_www-IASTED-Cheque,Type4,0.2988,-0.026,0,0,0.2143,0.05,0.025,0.2143,0,0,0.1768,0.5975,0,0.2442,0.16666666666666666,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Committee-IASTED-Conference_activity,Type4,0.2785,0.0032,0.139,0.139,0.1579,0.1,0.0727,0.2105,0,0,0.243,0,0.5571,0.1857,0.2222222222222222,0.0,0.2063,0.0076,one,both,0.16666666666666663,N
CONFERENCE-Reviewer-IASTED-Sponsor,Type4,0.5,0,0.1181,0.1181,0.125,0,0,0.125,0,0,0.1429,1,0,0.4429,0.0,0.14285714285714285,1,0.7856,both,none,0.0,N
CONFERENCE-Registeered_applicant-IASTED-Social_program,Type4,0.3426,0.0006,0.1302,0.1302,0.1905,0,0.0164,0.1905,0,0,0.2023,0.5613,0.1239,0.2284,0.0,0.0,0.4412,0.1028,both,both,0.15000000000000002,N
CONFERENCE-Conference_volume-IASTED-One_conference_day,Type4,0.7292,0.4691,0.4449,0.4449,0.4444,0.7292,0.1154,0.6111,0.1312,0.5806,0.6383,0.536,0,0.1787,0.0,0.0,0.536,0.1611,both,none,0.0,N
CONFERENCE-Call_for_participation-IASTED-Cheque,Type4,0.2988,0,0,0,0.0455,0.05,0.0156,0.0455,0,0,0.1863,0.5975,0,0.2442,0.16666666666666666,0.0,0.5975,0,both,none,0.0,N
CONFERENCE-Workshop-IASTED-One_conference_day,Type4,0.2964,-0.2135,0.1815,0.1815,0.1111,0,0.0192,0.1111,0,0,0.2257,0.5928,0,0.1976,0.0,0.0,0.5928,0.1952,both,none,0.0,N
CONFERENCE-Review_preference-SIGKDD-Review,Type1,0.8636,0.6551,0.5318,0.5318,0.3529,0.8636,0.3265,0.3529,0.5899,0.4211,0.8165,0,0,0.0245,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Review_expertise-SIGKDD-Review,Type1,0.8714,0.6629,0.5611,0.5611,0.375,0.8714,0.3478,0.375,0.5899,0.4444,0.7906,0,0,0.0338,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_proceedings-SIGKDD-Conference,Type1,0.8935,0.1087,0.6009,0.6009,0.4545,0.8935,0.4375,0.4545,0.3327,0.5714,0.7746,0,0,0,1.0,0.0,1,1,none,none,0.0,N
CONFERENCE-Regular_author-SIGKDD-Author,Type1,0.8158,0.3783,0.5035,0.5035,0.4286,0.8158,0.35,0.4286,0.7695,0.5,0.7638,0.2118,0.3271,0.513,0.0,1.0,0.291,0.2585,both,both,0.0,Y
CONFERENCE-Conference_contributor-SIGKDD-Conference_hall,Type1,0.7848,-0.1087,0.5744,0.5744,0.5,0.7848,0.4844,0.5,0.2112,0.5625,0.5701,0.1809,0,0.12,0.7333333333333333,0.0,0.1105,0.1105,both,one,0.33333333333333337,N
CONFERENCE-Conference_participant-SIGKDD-Conference_hall,Type1,0.7848,-0.1087,0.5744,0.5744,0.5455,0.7848,0.4844,0.5455,0.2761,0.5455,0.625,0.1809,0,0.12,0.7333333333333333,0.0,0.1227,0.1227,both,one,0.33333333333333337,N
CONFERENCE-Paper-SIGKDD-Paper,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,0.0305,0,0.18,1.0,1.0,0.0305,-0.0777,both,none,0.0,Y
CONFERENCE-Extended_abstract-SIGKDD-Abstract,Type1,0.8333,0.3273,0.5094,0.5094,0.4706,0.8333,0.449,0.4706,0.6387,0.5714,0.75,0.0305,0,0.3435,0.0,1.0,0.0872,-0.0124,both,one,0.16666666666666663,N
CONFERENCE-Call_for_paper-SIGKDD-Deadline_Paper_Submission,Type1,0.4458,-0.0624,0.4458,0.4458,0.28,0.406,0,0.32,0.2311,0.2286,0.5694,0.1282,0,0.1086,0.0,0.0,0.1282,0.0737,both,none,0.0,N
CONFERENCE-Conference_contribution-SIGKDD-Conference_hall,Type1,0.7771,-0.1104,0.5744,0.5744,0.4783,0.7771,0.4627,0.4783,0.3998,0.5455,0.5701,0.078,0,0.0923,0.7333333333333333,0.0,0.0442,0.0442,both,one,0.33333333333333337,N
CONFERENCE-Conference_applicant-SIGKDD-Conference_hall,Type1,0.8022,-0.1047,0.5744,0.5744,0.6,0.8022,0.5345,0.65,0.3197,0.5806,0.625,0.1809,0,0.12,0.7333333333333333,0.0,0.0693,0.0693,both,one,0.6,N
CONFERENCE-Track-workshop_chair-SIGKDD-General_Chair,Type1,0.569,0.0535,0.2811,0.569,0.35,0.4365,0,0.4,0.4055,0.2759,0.6429,0,0,0.2499,0.0,0.46153846153846156,0,0,both,none,0.0,N
CONFERENCE-Conference_document-SIGKDD-Conference_hall,Type1,0.812,-0.131,0.5744,0.5744,0.5789,0.812,0.5636,0.5789,0.2112,0.6,0.559,0,0,0,0.7333333333333333,0.0,0.1098,-0.1369,one,one,0.5,N
CONFERENCE-Conference_announcement-SIGKDD-Conference,Type1,0.8875,0.1104,0.6585,0.6585,0.4348,0.8875,0.4179,0.4348,0.3327,0.5714,0.8062,0,0,0,1.0,0.0,0,-0.078,one,none,0.0,N
CONFERENCE-Committee_member-SIGKDD-Organizing_Committee_member,Type1,0.875,-0.0304,0.7497,0.7497,0.5926,0.875,0.0253,0.5926,0.7064,0.7179,0.8498,0,0,0.1257,0.0,1.0,0,0,both,one,0.33333333333333337,N
CONFERENCE-Steering_committee-SIGKDD-Organizing_Committee,Type1,0.7674,0.1115,0.6038,0.6038,0.65,0.7674,0.0172,0.7,0.2842,0.6667,0.6875,1,0,0.6667,0.0,0.7222222222222222,1,0,both,none,0.0,N
CONFERENCE-Review-SIGKDD-Review,Type1,1,0.7286,1,1,1,1,1,1,1,1,1,0.5673,0,0.3117,1.0,1.0,0.5673,0.2604,both,none,0.0,Y
CONFERENCE-Presentation-SIGKDD-Conference,Type1,0.449,0.1152,0.449,0.449,0.0833,0,0,0.25,0,0,0.2,0,0,0,0.0,0.0,0,-0.3542,one,one,0.25,N
CONFERENCE-Person-SIGKDD-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.2882,0.0961,1.0,1.0,0.2263,0.0745,none,both,0.0,Y
CONFERENCE-Program_committee-SIGKDD-Program_Committee,Type1,1,0.0474,1,1,1,1,1,1,0.995,1,1,1,0,0.6667,1.0,1.0,1,1,both,none,0.0,Y
